latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
48.86,2.3399997,43.0,0,GMT,GMT

time,temperature_2m (°C),wind_speed_10m (km/h)
2025-06-30T15:00,34.6,5.1
2025-06-30T16:00,35.4,1.3
2025-06-30T17:00,34.7,7.7
2025-06-30T18:00,34.5,7.2
2025-06-30T19:00,34.0,6.6
2025-06-30T20:00,33.0,5.2
2025-06-30T21:00,31.2,3.5
2025-06-30T22:00,30.2,2.8
2025-06-30T23:00,29.4,1.8
2025-07-01T00:00,28.1,2.5
2025-07-01T01:00,27.0,2.9
2025-07-01T02:00,26.3,3.3
2025-07-01T03:00,25.0,2.4
2025-07-01T04:00,24.4,3.4
2025-07-01T05:00,24.3,4.2
2025-07-01T06:00,25.4,4.6
2025-07-01T07:00,27.6,5.5
2025-07-01T08:00,29.6,5.1
2025-07-01T09:00,32.8,5.8
2025-07-01T10:00,35.0,8.3
2025-07-01T11:00,36.3,10.1
2025-07-01T12:00,37.2,9.8
2025-07-01T13:00,38.0,8.6
2025-07-01T14:00,38.3,11.3
2025-07-01T15:00,38.3,8.4
2025-07-01T16:00,38.5,9.8
2025-07-01T17:00,38.2,10.5
2025-07-01T18:00,37.6,6.9
2025-07-01T19:00,37.0,7.6
2025-07-01T20:00,35.7,4.7
2025-07-01T21:00,32.2,7.7
2025-07-01T22:00,30.8,7.6
2025-07-01T23:00,28.2,8.3
2025-07-02T00:00,26.9,5.8
2025-07-02T01:00,26.1,5.4
2025-07-02T02:00,26.0,5.9
2025-07-02T03:00,24.8,5.7
2025-07-02T04:00,24.0,7.6
2025-07-02T05:00,23.6,7.2
2025-07-02T06:00,23.4,7.9
2025-07-02T07:00,24.2,8.0
2025-07-02T08:00,25.9,7.9
2025-07-02T09:00,28.4,5.4
2025-07-02T10:00,29.9,7.4
2025-07-02T11:00,31.3,13.4
2025-07-02T12:00,32.1,11.6
2025-07-02T13:00,32.8,20.6
2025-07-02T14:00,28.7,29.0
2025-07-02T15:00,28.0,23.8
2025-07-02T16:00,25.9,24.4
2025-07-02T17:00,22.7,17.9
2025-07-02T18:00,22.4,19.0
2025-07-02T19:00,21.6,14.8
2025-07-02T20:00,21.3,15.4
2025-07-02T21:00,20.5,15.3
2025-07-02T22:00,20.2,14.4
2025-07-02T23:00,19.6,14.3
2025-07-03T00:00,19.0,11.9
2025-07-03T01:00,18.4,9.8
2025-07-03T02:00,17.9,9.0
2025-07-03T03:00,17.3,7.7
2025-07-03T04:00,16.9,7.6
2025-07-03T05:00,16.5,8.3
2025-07-03T06:00,17.3,8.8
2025-07-03T07:00,18.5,7.7
2025-07-03T08:00,19.8,9.0
2025-07-03T09:00,21.2,9.5
2025-07-03T10:00,22.4,9.6
2025-07-03T11:00,23.5,9.7
2025-07-03T12:00,24.7,11.9
2025-07-03T13:00,25.2,13.7
2025-07-03T14:00,25.4,10.9
2025-07-03T15:00,25.5,12.1
2025-07-03T16:00,25.5,12.1
2025-07-03T17:00,25.1,11.6
2025-07-03T18:00,24.5,10.4
2025-07-03T19:00,23.5,12.3
2025-07-03T20:00,22.5,11.6
2025-07-03T21:00,20.7,12.7
2025-07-03T22:00,19.4,10.7
2025-07-03T23:00,18.5,9.6
